time,open,high,low,close,volume
2018-01-01 20:00:00+00:00,0.78043,0.78173,0.7791,0.77987,6458.84
2018-01-02 00:00:00+00:00,0.77987,0.78344,0.77987,0.78332,15658.82
2018-01-02 04:00:00+00:00,0.78333,0.78444,0.78297,0.78351,13086.3
2018-01-02 08:00:00+00:00,0.78351,0.78443,0.78214,0.78218,15192.54
2018-01-02 12:00:00+00:00,0.78221,0.78346,0.78154,0.78312,16311.76
2018-01-02 16:00:00+00:00,0.78312,0.78331,0.78216,0.78311,10746.29
2018-01-02 20:00:00+00:00,0.78312,0.78363,0.78244,0.78303,9087.27
2018-01-03 00:00:00+00:00,0.78304,0.78363,0.78049,0.7811,15901.36
2018-01-03 04:00:00+00:00,0.7811,0.78242,0.7808,0.78202,13400.38
2018-01-03 08:00:00+00:00,0.78202,0.78398,0.78147,0.78322,14359.56
2018-01-03 12:00:00+00:00,0.78322,0.78431,0.78242,0.78321,15991.91
2018-01-03 16:00:00+00:00,0.78321,0.78444,0.78247,0.78406,12628.82
2018-01-03 20:00:00+00:00,0.78408,0.78445,0.78241,0.78264,10038.02
2018-01-04 00:00:00+00:00,0.78264,0.78329,0.7814,0.78314,13273.54
2018-01-04 04:00:00+00:00,0.78314,0.78564,0.78311,0.7852,14618.96
2018-01-04 08:00:00+00:00,0.78519,0.7852,0.78335,0.7847,16288.79
2018-01-04 12:00:00+00:00,0.7847,0.78623,0.78248,0.78598,17830.96
2018-01-04 16:00:00+00:00,0.78598,0.78655,0.78515,0.78655,13061.38
2018-01-04 20:00:00+00:00,0.78653,0.78684,0.78581,0.78632,11505.21
2018-01-05 00:00:00+00:00,0.78633,0.78691,0.78424,0.78571,12698.69
2018-01-05 04:00:00+00:00,0.78571,0.7858,0.78347,0.78382,11688.96
2018-01-05 08:00:00+00:00,0.78382,0.78531,0.78378,0.7847,12601.8
2018-01-05 12:00:00+00:00,0.7847,0.7868,0.78398,0.78569,26697.19
2018-01-05 16:00:00+00:00,0.7857,0.78697,0.78537,0.78693,14018.27
2018-01-05 20:00:00+00:00,0.7869,0.78744,0.78593,0.78629,5595.2
2018-01-07 20:00:00+00:00,0.78613,0.78707,0.78587,0.78587,3740.8
2018-01-08 00:00:00+00:00,0.78587,0.78722,0.78435,0.7851,10676.18
2018-01-08 04:00:00+00:00,0.7851,0.78512,0.78267,0.78289,12948.79
2018-01-08 08:00:00+00:00,0.78289,0.78423,0.78267,0.78352,14039.12
2018-01-08 12:00:00+00:00,0.78352,0.78426,0.78275,0.78363,14597.62
2018-01-08 16:00:00+00:00,0.78365,0.78422,0.78345,0.78413,8504.49
2018-01-08 20:00:00+00:00,0.78413,0.78451,0.78381,0.78447,5984.91
2018-01-09 00:00:00+00:00,0.78446,0.78643,0.78417,0.78624,14321.93
2018-01-09 04:00:00+00:00,0.78625,0.78625,0.7846,0.78472,13014.13
2018-01-09 08:00:00+00:00,0.78471,0.78472,0.78117,0.78295,16128.11
2018-01-09 12:00:00+00:00,0.78295,0.78356,0.78072,0.78197,17564.19
2018-01-09 16:00:00+00:00,0.78202,0.78272,0.78151,0.78238,10933.8
2018-01-09 20:00:00+00:00,0.78239,0.78269,0.78099,0.78106,8647.68
2018-01-10 00:00:00+00:00,0.78106,0.78304,0.7808,0.7826,16295.79
2018-01-10 04:00:00+00:00,0.78259,0.78289,0.78093,0.78232,18563.45
2018-01-10 08:00:00+00:00,0.78232,0.78671,0.78215,0.78555,23025.45
2018-01-10 12:00:00+00:00,0.78556,0.78599,0.78317,0.78474,19417.93
2018-01-10 16:00:00+00:00,0.78473,0.78494,0.78285,0.78365,16558.9
2018-01-10 20:00:00+00:00,0.78367,0.78468,0.78357,0.78462,11007.02
2018-01-11 00:00:00+00:00,0.78463,0.78813,0.78376,0.78704,19120.18
2018-01-11 04:00:00+00:00,0.78702,0.78859,0.78612,0.78677,17222.69
2018-01-11 08:00:00+00:00,0.78678,0.78778,0.78637,0.78686,20100.52
2018-01-11 12:00:00+00:00,0.78686,0.78846,0.78593,0.78734,31909.74
2018-01-11 16:00:00+00:00,0.78734,0.78943,0.78715,0.78933,16484.51
2018-01-11 20:00:00+00:00,0.78932,0.78958,0.78832,0.78856,10521.77
2018-01-12 00:00:00+00:00,0.78857,0.79042,0.7875,0.78807,15320.03
2018-01-12 04:00:00+00:00,0.78808,0.78894,0.78729,0.78753,13766.18
2018-01-12 08:00:00+00:00,0.78753,0.78882,0.7864,0.78712,21357.98
2018-01-12 12:00:00+00:00,0.78711,0.78949,0.78479,0.78917,31587.74
2018-01-12 16:00:00+00:00,0.78916,0.7916,0.78826,0.79115,25015.69
2018-01-12 20:00:00+00:00,0.79116,0.7924,0.79092,0.79128,7866.51
2018-01-14 20:00:00+00:00,0.79023,0.79174,0.79023,0.79077,3644.01
2018-01-15 00:00:00+00:00,0.79077,0.79421,0.79071,0.79405,20728.97
2018-01-15 04:00:00+00:00,0.79405,0.79604,0.79381,0.79447,19988.9
2018-01-15 08:00:00+00:00,0.79447,0.79671,0.7942,0.7944,19229.14
2018-01-15 12:00:00+00:00,0.7944,0.79743,0.7942,0.79722,15705.44
2018-01-15 16:00:00+00:00,0.79721,0.79784,0.79657,0.79674,20863.07
2018-01-15 20:00:00+00:00,0.79674,0.79708,0.7959,0.796,10153.83
2018-01-16 00:00:00+00:00,0.79599,0.79744,0.79493,0.79615,15137.24
2018-01-16 04:00:00+00:00,0.79618,0.79744,0.79529,0.79613,16800.66
