time,open,high,low,close,volume
2018-01-02 04:00:00+00:00,6411.369,6411.47,6405.369,6406.069,0.065
2018-01-02 08:00:00+00:00,6405.869,6407.97,6389.169,6406.47,0.61841
2018-01-02 12:00:00+00:00,6406.87,6492.169,6406.869,6491.969,1.78061
2018-01-02 16:00:00+00:00,6491.869,6507.969,6488.949,6505.369,1.01192
2018-01-02 20:00:00+00:00,6505.2,6514.57,6503.869,6512.369,0.35555
2018-01-03 04:00:00+00:00,6514.97,6517.169,6514.37,6517.149,0.06253
2018-01-03 08:00:00+00:00,6517.17,6522.9,6514.369,6518.37,0.65286
2018-01-03 12:00:00+00:00,6518.3,6565.169,6511.87,6561.57,1.70924
2018-01-03 16:00:00+00:00,6561.77,6580.37,6556.97,6572.57,1.55571
2018-01-03 20:00:00+00:00,6572.47,6581.37,6568.569,6575.469,0.57564
2018-01-04 04:00:00+00:00,6589.199,6589.45,6585.77,6587.7,0.13546
2018-01-04 08:00:00+00:00,6587.699,6592.55,6583.169,6588.27,0.50362
2018-01-04 12:00:00+00:00,6587.97,6607.77,6576.97,6595.37,1.98874
2018-01-04 16:00:00+00:00,6595.299,6596.57,6578.569,6588.569,2.24783
2018-01-04 20:00:00+00:00,6588.87,6593.069,6583.869,6586.169,0.42861
2018-01-05 04:00:00+00:00,6601.969,6604.37,6600.769,6603.47,0.04888
2018-01-05 08:00:00+00:00,6603.469,6621.569,6603.069,6618.969,0.40534
2018-01-05 12:00:00+00:00,6618.569,6636.05,6604.969,6633.07,1.72094
2018-01-05 16:00:00+00:00,6633.27,6646.97,6630.069,6640.969,1.07172
2018-01-05 20:00:00+00:00,6640.77,6656.069,6638.569,6652.669,0.38012
2018-01-08 04:00:00+00:00,6661.819,6665.2,6660.27,6665.199,0.11674
2018-01-08 08:00:00+00:00,6665.2,6665.95,6651.6,6652.7,0.90662
2018-01-08 12:00:00+00:00,6652.599,6673.22,6643.969,6669.569,2.88158
2018-01-08 16:00:00+00:00,6669.369,6680.969,6667.069,6672.869,1.28622
2018-01-08 20:00:00+00:00,6672.57,6679.9,6670.569,6675.899,0.45058
2018-01-09 04:00:00+00:00,6678.27,6680.37,6678.07,6680.07,0.02821
2018-01-09 08:00:00+00:00,6679.97,6689.449,6679.369,6684.199,0.46891
2018-01-09 12:00:00+00:00,6684.2,6696.2,6657.869,6673.5,2.775819
2018-01-09 16:00:00+00:00,6673.569,6697.5,6673.469,6688.569,2.58869
2018-01-09 20:00:00+00:00,6688.469,6690.57,6676.069,6679.47,0.86879
2018-01-10 04:00:00+00:00,6667.87,6670.489,6662.769,6662.87,0.16536
2018-01-10 08:00:00+00:00,6663.069,6669.49,6633.769,6637.07,1.73394
2018-01-10 12:00:00+00:00,6637.29,6659.369,6618.869,6641.19,3.68277
2018-01-10 16:00:00+00:00,6640.87,6663.87,6638.07,6651.439,3.00391
2018-01-10 20:00:00+00:00,6651.17,6664.57,6647.57,6663.069,0.80314
2018-01-11 04:00:00+00:00,6671.629,6675.73,6669.169,6673.569,0.15613
2018-01-11 08:00:00+00:00,6673.77,6676.569,6667.07,6674.169,0.76492
2018-01-11 12:00:00+00:00,6674.07,6688.38,6662.869,6676.879,2.74794
2018-01-11 16:00:00+00:00,6677.069,6703.379,6675.77,6693.88,2.24146
2018-01-11 20:00:00+00:00,6693.669,6707.169,6691.87,6707.169,0.59124
2018-01-12 04:00:00+00:00,6720.069,6724.67,6719.97,6724.47,0.1638
2018-01-12 08:00:00+00:00,6724.569,6734.92,6722.369,6725.07,0.72163
2018-01-12 12:00:00+00:00,6724.97,6749.07,6693.969,6745.27,2.66708
2018-01-12 16:00:00+00:00,6745.29,6762.07,6738.469,6753.87,2.29645
2018-01-12 20:00:00+00:00,6754.069,6764.07,6745.07,6756.47,0.72345
2018-01-15 04:00:00+00:00,6774.869,6779.9,6772.669,6775.569,0.24063
2018-01-15 08:00:00+00:00,6775.669,6778.899,6763.569,6769.47,1.3429
2018-01-15 12:00:00+00:00,6769.37,6774.649,6763.77,6773.969,0.88413
2018-01-15 16:00:00+00:00,6773.97,6773.97,6763.869,6771.4,0.40482
2018-01-16 04:00:00+00:00,6783.57,6786.27,6781.87,6784.869,0.10712
2018-01-16 08:00:00+00:00,6785.069,6809.569,6783.97,6802.97,0.5655
2018-01-16 12:00:00+00:00,6803.07,6836.07,6796.369,6804.169,3.22815
2018-01-16 16:00:00+00:00,6804.069,6807.089,6719.689,6735.57,5.777667
2018-01-16 20:00:00+00:00,6735.769,6758.669,6734.969,6739.37,1.3234
2018-01-17 04:00:00+00:00,6755.479,6760.88,6753.469,6756.37,0.26117
2018-01-17 08:00:00+00:00,6756.57,6781.87,6756.469,6777.179,0.8762
2018-01-17 12:00:00+00:00,6777.18,6785.969,6742.27,6766.47,3.31474
2018-01-17 16:00:00+00:00,6766.569,6816.87,6760.57,6814.37,3.67081
2018-01-17 20:00:00+00:00,6814.17,6824.679,6808.869,6813.869,1.12905
2018-01-18 04:00:00+00:00,6810.769,6811.87,6803.169,6808.17,0.14105
2018-01-18 08:00:00+00:00,6808.669,6811.869,6795.87,6809.07,0.75998
2018-01-18 12:00:00+00:00,6808.97,6814.869,6784.669,6800.27,3.36518
2018-01-18 16:00:00+00:00,6799.779,6826.469,6792.97,6821.569,2.91434
2018-01-18 20:00:00+00:00,6821.669,6823.37,6802.969,6810.779,0.61802
2018-01-19 04:00:00+00:00,6802.069,6806.469,6800.97,6804.769,0.08021
2018-01-19 08:00:00+00:00,6804.569,6841.069,6804.169,6833.37,0.62634
2018-01-19 12:00:00+00:00,6833.469,6844.569,6801.969,6807.069,1.99823
2018-01-19 16:00:00+00:00,6806.869,6833.37,6799.369,6828.169,1.7771
2018-01-19 20:00:00+00:00,6828.369,6836.569,6825.369,6833.569,0.55744
2018-01-22 04:00:00+00:00,6829.87,6831.57,6825.469,6826.469,0.05798
2018-01-22 08:00:00+00:00,6826.77,6836.07,6823.869,6830.969,0.38233
2018-01-22 12:00:00+00:00,6831.069,6876.17,6822.869,6866.07,1.50735
2018-01-22 16:00:00+00:00,6865.97,6892.37,6865.069,6882.469,1.59874
2018-01-22 20:00:00+00:00,6882.37,6906.269,6881.969,6906.169,0.44473
2018-01-23 04:00:00+00:00,6936.969,6946.369,6936.47,6940.969,0.05603
2018-01-23 08:00:00+00:00,6940.869,6942.37,6908.569,6919.369,0.55692
2018-01-23 12:00:00+00:00,6919.469,6964.169,6914.069,6961.669,2.01721
2018-01-23 16:00:00+00:00,6961.87,6967.07,6940.169,6956.869,2.14552
2018-01-23 20:00:00+00:00,6956.969,6969.569,6951.869,6964.669,0.61789
2018-01-24 04:00:00+00:00,6961.669,6962.669,6958.359,6960.009,0.11609
2018-01-24 08:00:00+00:00,6960.009,6974.57,6959.469,6961.169,0.46254
2018-01-24 12:00:00+00:00,6961.37,6992.469,6954.37,6971.97,2.692615
2018-01-24 16:00:00+00:00,6971.87,6975.77,6877.269,6935.869,4.04963
2018-01-24 20:00:00+00:00,6935.97,6937.57,6911.469,6917.069,0.77948
2018-01-25 04:00:00+00:00,6923.37,6925.169,6913.169,6915.87,0.09282
2018-01-25 08:00:00+00:00,6915.669,6954.869,6913.97,6950.669,0.40547
2018-01-25 12:00:00+00:00,6950.87,6975.769,6904.969,6929.769,2.336068
2018-01-25 16:00:00+00:00,6929.869,6957.07,6898.669,6903.969,2.659196
2018-01-25 20:00:00+00:00,6904.069,6916.67,6890.769,6912.47,0.66651
2018-01-26 04:00:00+00:00,6938.17,6942.56,6937.669,6940.56,0.17381
2018-01-26 08:00:00+00:00,6940.56,6960.17,6937.569,6955.57,0.69628
2018-01-26 12:00:00+00:00,6955.47,6975.27,6937.969,6969.87,1.87018
2018-01-26 16:00:00+00:00,6969.769,6992.559,6960.06,6987.309,2.69074
2018-01-26 20:00:00+00:00,6987.31,7015.31,6985.309,7015.06,0.39104
2018-01-29 04:00:00+00:00,7015.27,7019.08,7014.33,7016.17,0.175645
2018-01-29 08:00:00+00:00,7016.069,7016.17,6989.469,7002.47,1.458788
2018-01-29 12:00:00+00:00,7002.86,7009.859,6969.479,6983.11,2.656759
2018-01-29 16:00:00+00:00,6983.109,7012.729,6968.859,6993.729,2.78161
2018-01-29 20:00:00+00:00,6993.729,6999.11,6965.13,6978.73,0.82121
2018-01-30 04:00:00+00:00,6945.76,6952.39,6934.289,6942.26,0.34593
2018-01-30 08:00:00+00:00,6941.659,6955.54,6938.16,6942.76,1.557496
2018-01-30 12:00:00+00:00,6943.409,6951.64,6890.289,6938.16,2.910092
2018-01-30 16:00:00+00:00,6938.66,6952.41,6899.159,6912.909,4.02675
2018-01-30 20:00:00+00:00,6912.559,6943.869,6909.909,6929.87,0.59878
2018-01-31 04:00:00+00:00,6943.57,6955.97,6943.169,6954.069,0.34411
2018-01-31 08:00:00+00:00,6954.07,6961.07,6939.859,6950.37,7.95134
2018-01-31 12:00:00+00:00,6950.269,6979.37,6948.769,6953.47,2.967344
2018-01-31 16:00:00+00:00,6953.969,6967.77,6919.97,6931.769,3.104862
2018-01-31 20:00:00+00:00,6931.97,6958.67,6911.069,6950.499,1.03961
2018-02-01 04:00:00+00:00,6970.369,6970.47,6965.169,6967.97,0.08723
2018-02-01 08:00:00+00:00,6967.969,6971.87,6947.17,6949.97,1.03116
2018-02-01 12:00:00+00:00,6949.97,6960.97,6888.0,6951.969,2.619167
2018-02-01 16:00:00+00:00,6953.87,6967.27,6902.969,6929.37,2.93124
2018-02-01 20:00:00+00:00,6928.969,6930.97,6873.769,6898.369,0.82992
2018-02-02 04:00:00+00:00,6926.98,6927.73,6909.129,6918.109,0.19695
2018-02-02 08:00:00+00:00,6917.009,6918.61,6835.0,6839.23,1.808253
2018-02-02 12:00:00+00:00,6839.33,6876.669,6798.469,6845.03,3.124115
2018-02-02 16:00:00+00:00,6844.729,6857.91,6778.909,6786.409,6.18462
2018-02-02 20:00:00+00:00,6786.91,6797.53,6762.36,6767.16,1.67817
2018-02-05 04:00:00+00:00,6747.669,6756.569,6741.769,6748.369,0.35633
2018-02-05 08:00:00+00:00,6748.07,6752.069,6717.07,6719.469,1.74525
2018-02-05 12:00:00+00:00,6719.469,6806.51,6677.469,6775.469,4.037021
2018-02-05 16:00:00+00:00,6779.469,6789.47,6615.469,6631.669,4.441337
2018-02-05 20:00:00+00:00,6624.069,6635.969,6493.67,6493.67,0.49036
2018-02-06 04:00:00+00:00,6424.859,6468.77,6398.759,6433.26,8.134
2018-02-06 08:00:00+00:00,6433.069,6527.36,6355.57,6367.96,38.06
2018-02-06 12:00:00+00:00,6365.269,6596.569,6351.76,6494.37,52.71
2018-02-06 16:00:00+00:00,6494.569,6607.87,6446.26,6601.86,65.35
2018-02-06 20:00:00+00:00,6601.569,6674.56,6596.069,6665.97,19.856
2018-02-07 04:00:00+00:00,6595.26,6617.669,6588.56,6601.069,6.2
2018-02-07 08:00:00+00:00,6592.17,6623.269,6570.97,6620.959,29.718
2018-02-07 12:00:00+00:00,6621.26,6693.47,6618.169,6689.36,55.996
2018-02-07 16:00:00+00:00,6689.469,6717.369,6582.559,6608.46,70.506
2018-02-07 20:00:00+00:00,6608.16,6655.369,6580.059,6581.459,15.682
2018-02-08 04:00:00+00:00,6569.459,6578.369,6553.069,6569.87,6.012
2018-02-08 08:00:00+00:00,6568.869,6595.57,6538.96,6547.169,21.066
2018-02-08 12:00:00+00:00,6546.669,6615.97,6473.359,6497.769,51.292
2018-02-08 16:00:00+00:00,6498.169,6522.669,6388.759,6420.87,68.754
2018-02-08 20:00:00+00:00,6421.269,6445.359,6306.66,6306.66,18.476
2018-02-09 04:00:00+00:00,6344.969,6361.059,6338.669,6358.57,4.716
2018-02-09 08:00:00+00:00,6358.169,6375.969,6319.46,6348.069,24.856
2018-02-09 12:00:00+00:00,6348.16,6422.269,6284.269,6330.46,53.634
2018-02-09 16:00:00+00:00,6330.759,6392.46,6163.059,6335.369,73.22
2018-02-09 20:00:00+00:00,6335.369,6453.87,6284.86,6408.46,18.184
2018-02-12 04:00:00+00:00,6441.67,6447.97,6439.96,6445.26,3.884
2018-02-12 08:00:00+00:00,6444.869,6495.769,6428.359,6473.66,20.152
2018-02-12 12:00:00+00:00,6473.469,6514.76,6423.76,6472.259,46.70304
2018-02-12 16:00:00+00:00,6472.17,6552.07,6459.569,6536.259,54.09
2018-02-12 20:00:00+00:00,6536.46,6565.37,6507.469,6524.569,17.392
2018-02-13 04:00:00+00:00,6507.059,6523.46,6494.66,6498.669,4.874
2018-02-13 08:00:00+00:00,6498.659,6515.069,6473.969,6490.869,19.616
2018-02-13 12:00:00+00:00,6490.659,6538.37,6468.059,6528.16,42.738876
2018-02-13 16:00:00+00:00,6528.069,6565.369,6502.86,6558.17,60.06989
2018-02-13 20:00:00+00:00,6557.57,6567.769,6544.06,6552.97,17.7174
2018-02-14 04:00:00+00:00,6565.36,6595.37,6564.27,6587.96,3.71892
2018-02-14 08:00:00+00:00,6588.059,6595.56,6576.57,6585.459,13.77204
2018-02-14 12:00:00+00:00,6585.559,6618.07,6460.57,6603.269,46.55178
2018-02-14 16:00:00+00:00,6602.469,6666.959,6592.369,6660.46,64.84752
2018-02-14 20:00:00+00:00,6661.07,6685.87,6660.77,6676.459,17.43384
2018-02-15 04:00:00+00:00,6716.859,6731.07,6710.77,6723.36,3.64956
2018-02-15 08:00:00+00:00,6723.87,6734.67,6716.16,6722.76,15.81663
2018-02-15 12:00:00+00:00,6722.67,6749.369,6675.859,6677.369,49.94328
2018-02-15 16:00:00+00:00,6677.56,6783.259,6666.359,6775.269,63.53243
2018-02-15 20:00:00+00:00,6775.369,6795.669,6771.259,6795.669,15.1577
2018-02-16 04:00:00+00:00,6826.36,6834.17,6823.869,6830.16,2.8249
2018-02-16 08:00:00+00:00,6829.769,6852.27,6819.86,6826.86,14.104
2018-02-16 12:00:00+00:00,6826.27,6833.56,6771.36,6808.259,49.6633
2018-02-16 16:00:00+00:00,6808.569,6840.77,6756.059,6792.36,65.1121
2018-02-16 20:00:00+00:00,6792.26,6800.569,6768.259,6769.059,16.4615
2018-02-19 04:00:00+00:00,6807.759,6810.659,6804.759,6804.86,1.65435
2018-02-19 08:00:00+00:00,6805.17,6808.87,6794.06,6803.16,7.64445
2018-02-19 12:00:00+00:00,6803.37,6805.06,6757.859,6761.66,20.04285
